0.42,0.20,0.42,0.34,0.26,0.56,0.64,0.60,0.68
0.42,0.20,0.42,0.34,0.26,0.56,0.64,0.60,0.68
0.42,0.20,0.42,0.34,0.26,0.56,0.64,0.60,0.68
0.42,0.20,0.42,0.34,0.26,0.56,0.62,0.62,0.66
0.42,0.20,0.42,0.34,0.26,0.54,0.64,0.60,0.68
0.42,0.20,0.42,0.34,0.26,0.54,0.64,0.60,0.68
0.42,0.20,0.42,0.34,0.26,0.54,0.64,0.60,0.66
0.42,0.20,0.42,0.34,0.26,0.54,0.62,0.60,0.70
0.42,0.20,0.42,0.34,0.24,0.56,0.64,0.60,0.68
0.42,0.20,0.42,0.34,0.24,0.54,0.64,0.60,0.68
0.42,0.20,0.42,0.34,0.24,0.54,0.64,0.60,0.66
0.42,0.20,0.42,0.34,0.24,0.54,0.62,0.60,0.66
0.42,0.20,0.40,0.36,0.26,0.52,0.62,0.60,0.64
0.42,0.20,0.40,0.34,0.26,0.52,0.62,0.60,0.66
0.42,0.18,0.42,0.34,0.24,0.54,0.64,0.60,0.66
0.42,0.18,0.40,0.34,0.24,0.52,0.60,0.58,0.64
0.42,0.18,0.40,0.32,0.24,0.54,0.60,0.58,0.68
0.42,0.18,0.40,0.32,0.24,0.52,0.60,0.58,0.62
0.42,0.16,0.42,0.36,0.26,0.54,0.64,0.60,0.66
0.42,0.16,0.42,0.34,0.24,0.54,0.66,0.62,0.68
0.42,0.16,0.42,0.34,0.24,0.54,0.64,0.58,0.66
0.42,0.16,0.40,0.36,0.24,0.54,0.62,0.60,0.66
0.40,0.20,0.44,0.34,0.28,0.54,0.62,0.60,0.68
0.40,0.20,0.42,0.36,0.26,0.56,0.64,0.60,0.68
0.40,0.20,0.42,0.36,0.26,0.56,0.64,0.60,0.68
0.40,0.20,0.42,0.36,0.26,0.56,0.64,0.58,0.66
0.40,0.20,0.42,0.36,0.26,0.54,0.64,0.62,0.70
0.40,0.20,0.42,0.34,0.28,0.54,0.64,0.60,0.70
0.40,0.20,0.42,0.34,0.26,0.54,0.64,0.60,0.68
0.40,0.20,0.42,0.34,0.26,0.54,0.60,0.58,0.68
0.40,0.20,0.42,0.34,0.26,0.54,0.60,0.56,0.66
0.40,0.20,0.42,0.34,0.24,0.54,0.60,0.58,0.66
0.40,0.20,0.42,0.34,0.24,0.52,0.62,0.60,0.68
0.40,0.20,0.42,0.32,0.24,0.56,0.62,0.60,0.66
0.40,0.20,0.42,0.32,0.24,0.54,0.62,0.60,0.66
0.40,0.20,0.40,0.34,0.26,0.54,0.62,0.60,0.66
0.40,0.20,0.40,0.34,0.26,0.52,0.62,0.60,0.66
0.40,0.20,0.40,0.34,0.26,0.52,0.62,0.60,0.64
0.40,0.20,0.40,0.34,0.24,0.54,0.60,0.58,0.66
0.40,0.18,0.42,0.34,0.26,0.54,0.62,0.60,0.68
0.40,0.18,0.42,0.34,0.26,0.52,0.62,0.60,0.68
0.40,0.18,0.42,0.34,0.24,0.54,0.60,0.58,0.64
0.40,0.18,0.42,0.32,0.24,0.54,0.62,0.58,0.66
0.40,0.18,0.42,0.32,0.24,0.52,0.60,0.60,0.66
0.40,0.18,0.40,0.36,0.26,0.52,0.62,0.60,0.68
0.40,0.18,0.40,0.32,0.26,0.52,0.62,0.60,0.66
0.40,0.18,0.40,0.32,0.24,0.54,0.62,0.60,0.66
0.40,0.18,0.40,0.32,0.24,0.54,0.62,0.58,0.66
0.40,0.18,0.38,0.32,0.24,0.54,0.60,0.58,0.64
0.40,0.14,0.40,0.34,0.22,0.54,0.62,0.58,0.62
0.40,0.12,0.38,0.32,0.24,0.46,0.60,0.56,0.64
0.38,0.8,0.36,0.32,0.24,0.42,0.62,0.56,0.68
0.30,0.10,0.44,0.22,0.16,0.46,0.26,0.28,0.48
0.38,0.6,0.10,0.56,0.20,0.18,0.74,0.46,0.22
0.38,0.4,0.6,0.52,0.20,0.18,0.68,0.44,0.16
0.38,0.10,0.10,0.54,0.22,0.20,0.68,0.44,0.14
0.36,0.14,0.20,0.52,0.24,0.22,0.66,0.38,0.12
0.36,0.14,0.20,0.52,0.22,0.24,0.64,0.40,0.12
0.36,0.14,0.20,0.50,0.24,0.22,0.64,0.36,0.12
0.36,0.12,0.22,0.54,0.22,0.22,0.66,0.38,0.10
0.36,0.12,0.20,0.54,0.22,0.22,0.68,0.40,0.12
0.36,0.12,0.20,0.54,0.22,0.22,0.66,0.38,0.12
0.36,0.12,0.20,0.52,0.22,0.22,0.66,0.40,0.12
0.36,0.12,0.12,0.54,0.24,0.18,0.68,0.38,0.8
0.34,0.6,0.16,0.44,0.24,0.32,0.72,0.52,0.34
0.34,0.4,0.6,0.48,0.20,0.16,0.64,0.40,0.14
0.34,0.14,0.22,0.52,0.22,0.26,0.64,0.38,0.12
0.34,0.14,0.20,0.54,0.22,0.22,0.66,0.40,0.12
0.34,0.14,0.20,0.54,0.22,0.22,0.66,0.40,0.10
0.34,0.14,0.20,0.52,0.22,0.22,0.64,0.38,0.10
0.34,0.12,0.22,0.50,0.22,0.22,0.64,0.38,0.12
0.34,0.12,0.22,0.50,0.22,0.22,0.62,0.38,0.12
0.34,0.12,0.20,0.54,0.24,0.24,0.66,0.38,0.12
0.34,0.12,0.20,0.54,0.22,0.20,0.66,0.36,0.10
0.34,0.12,0.20,0.52,0.24,0.22,0.66,0.38,0.12
0.34,0.12,0.20,0.52,0.24,0.22,0.64,0.40,0.12
0.34,0.12,0.20,0.52,0.24,0.22,0.64,0.38,0.10
0.34,0.12,0.20,0.52,0.22,0.24,0.66,0.40,0.12
0.34,0.12,0.20,0.52,0.22,0.22,0.66,0.38,0.10
0.34,0.12,0.20,0.52,0.22,0.22,0.64,0.38,0.10
0.34,0.12,0.20,0.52,0.22,0.22,0.62,0.38,0.10
0.34,0.12,0.20,0.52,0.22,0.20,0.64,0.38,0.10
0.34,0.12,0.20,0.50,0.24,0.22,0.64,0.40,0.12
0.34,0.12,0.20,0.50,0.22,0.22,0.64,0.40,0.10
0.34,0.12,0.20,0.50,0.22,0.22,0.64,0.36,0.10
0.34,0.12,0.20,0.50,0.22,0.22,0.62,0.38,0.12
0.34,0.12,0.20,0.50,0.22,0.20,0.66,0.38,0.12
0.34,0.12,0.18,0.50,0.20,0.20,0.64,0.36,0.12
0.34,0.10,0.20,0.50,0.22,0.24,0.64,0.40,0.10
0.34,0.10,0.20,0.50,0.22,0.20,0.62,0.36,0.10
0.34,0.10,0.18,0.52,0.20,0.22,0.64,0.38,0.8
0.32,0.14,0.22,0.52,0.24,0.22,0.66,0.38,0.10
0.32,0.14,0.20,0.52,0.22,0.20,0.66,0.38,0.10
0.32,0.14,0.18,0.52,0.20,0.20,0.64,0.36,0.10
0.32,0.12,0.20,0.52,0.24,0.20,0.66,0.38,0.12
0.32,0.12,0.20,0.52,0.22,0.22,0.66,0.38,0.12
0.32,0.12,0.20,0.52,0.22,0.22,0.64,0.38,0.12
0.32,0.12,0.20,0.52,0.22,0.22,0.64,0.36,0.12
0.32,0.12,0.20,0.52,0.22,0.22,0.64,0.36,0.10
0.32,0.12,0.20,0.52,0.22,0.22,0.62,0.38,0.12
0.32,0.12,0.20,0.52,0.22,0.20,0.64,0.38,0.10
0.32,0.12,0.20,0.52,0.22,0.20,0.62,0.38,0.10
0.32,0.12,0.20,0.52,0.22,0.20,0.62,0.38,0.10
0.32,0.12,0.20,0.50,0.22,0.22,0.66,0.40,0.10
0.32,0.12,0.20,0.50,0.22,0.22,0.66,0.38,0.12
0.32,0.12,0.20,0.50,0.22,0.22,0.62,0.38,0.12
0.32,0.12,0.20,0.50,0.22,0.22,0.62,0.38,0.10
0.32,0.12,0.20,0.50,0.22,0.20,0.64,0.38,0.10
0.32,0.12,0.20,0.50,0.22,0.20,0.62,0.38,0.12
0.32,0.12,0.20,0.50,0.22,0.20,0.62,0.36,0.10
0.32,0.12,0.20,0.50,0.20,0.22,0.64,0.38,0.10
0.32,0.12,0.20,0.50,0.20,0.22,0.64,0.36,0.10
0.32,0.12,0.20,0.50,0.20,0.22,0.62,0.36,0.10
0.32,0.12,0.20,0.50,0.20,0.20,0.62,0.36,0.8
0.32,0.12,0.20,0.48,0.22,0.22,0.64,0.36,0.10
0.32,0.12,0.20,0.48,0.20,0.22,0.62,0.38,0.10
0.32,0.12,0.18,0.52,0.22,0.22,0.64,0.36,0.10
0.32,0.12,0.18,0.52,0.22,0.22,0.62,0.38,0.10
0.32,0.12,0.18,0.50,0.22,0.22,0.62,0.36,0.10
0.32,0.12,0.18,0.50,0.20,0.22,0.64,0.36,0.10
0.32,0.12,0.18,0.50,0.20,0.22,0.62,0.36,0.10
0.32,0.12,0.16,0.50,0.20,0.18,0.60,0.34,0.10
0.32,0.10,0.20,0.50,0.22,0.22,0.64,0.38,0.10
0.32,0.10,0.20,0.50,0.22,0.20,0.62,0.36,0.10
0.32,0.10,0.20,0.50,0.20,0.20,0.64,0.38,0.10
0.32,0.10,0.20,0.50,0.20,0.20,0.62,0.36,0.10
0.32,0.10,0.20,0.48,0.20,0.22,0.64,0.36,0.12
0.32,0.10,0.18,0.52,0.20,0.20,0.62,0.36,0.8
0.32,0.10,0.18,0.50,0.22,0.22,0.62,0.38,0.10
0.32,0.10,0.18,0.50,0.22,0.20,0.60,0.36,0.10
0.32,0.10,0.18,0.50,0.20,0.20,0.64,0.38,0.10
0.32,0.10,0.18,0.50,0.18,0.20,0.62,0.34,0.8
0.32,0.10,0.18,0.48,0.20,0.20,0.64,0.36,0.10
0.32,0.10,0.16,0.48,0.20,0.20,0.60,0.36,0.10
0.30,0.8,0.20,0.46,0.20,0.20,0.60,0.36,0.10
0.30,0.8,0.18,0.46,0.18,0.18,0.60,0.34,0.8
0.30,0.8,0.16,0.50,0.18,0.18,0.62,0.36,0.8
0.30,0.12,0.20,0.46,0.20,0.20,0.62,0.38,0.10
0.30,0.12,0.18,0.46,0.20,0.20,0.62,0.36,0.10
0.30,0.10,0.20,0.50,0.20,0.20,0.62,0.38,0.10
0.30,0.10,0.20,0.48,0.22,0.20,0.60,0.36,0.10
0.30,0.10,0.20,0.48,0.20,0.20,0.60,0.36,0.10
0.30,0.10,0.18,0.50,0.20,0.20,0.62,0.34,0.8
0.30,0.10,0.18,0.50,0.20,0.20,0.60,0.36,0.10
0.30,0.10,0.18,0.48,0.20,0.20,0.62,0.34,0.10
0.30,0.10,0.18,0.48,0.20,0.20,0.58,0.36,0.8
0.30,0.10,0.18,0.48,0.20,0.18,0.62,0.36,0.10
0.30,0.10,0.18,0.48,0.18,0.20,0.60,0.36,0.8
0.30,0.10,0.18,0.48,0.18,0.20,0.60,0.36,0.10
0.30,0.10,0.16,0.50,0.20,0.20,0.62,0.34,0.8
0.30,0.10,0.16,0.50,0.20,0.20,0.60,0.36,0.6
0.30,0.10,0.16,0.46,0.20,0.20,0.60,0.36,0.10
0.28,0.10,0.18,0.50,0.20,0.20,0.62,0.36,0.10
0.4,0.12,0.34,0.22,0.28,0.68,0.32,0.44,0.92
0.26,0.26,0.46,0.30,0.32,0.68,0.36,0.48,0.84
0.26,0.26,0.46,0.30,0.32,0.68,0.36,0.46,0.84
0.26,0.26,0.44,0.30,0.32,0.64,0.36,0.48,0.84
0.26,0.26,0.44,0.30,0.30,0.64,0.34,0.50,0.84
0.26,0.26,0.44,0.28,0.32,0.66,0.34,0.46,0.84
0.24,0.28,0.46,0.28,0.32,0.68,0.36,0.48,0.86
0.24,0.28,0.44,0.30,0.34,0.68,0.34,0.50,0.86
0.24,0.28,0.44,0.30,0.32,0.68,0.34,0.48,0.86
0.24,0.26,0.46,0.30,0.32,0.68,0.36,0.46,0.84
0.24,0.26,0.46,0.30,0.32,0.66,0.34,0.48,0.84
0.24,0.26,0.46,0.30,0.32,0.66,0.34,0.46,0.86
0.24,0.26,0.46,0.30,0.30,0.66,0.36,0.46,0.84
0.24,0.26,0.44,0.30,0.34,0.68,0.36,0.48,0.88
0.24,0.26,0.44,0.30,0.32,0.68,0.34,0.50,0.86
0.24,0.26,0.44,0.30,0.32,0.68,0.34,0.48,0.86
0.24,0.26,0.44,0.30,0.32,0.68,0.34,0.48,0.82
0.24,0.26,0.44,0.30,0.32,0.68,0.34,0.48,0.82
0.24,0.26,0.44,0.30,0.32,0.66,0.34,0.48,0.84
0.24,0.26,0.44,0.30,0.32,0.66,0.34,0.48,0.84
0.24,0.26,0.44,0.30,0.32,0.66,0.34,0.48,0.84
0.24,0.26,0.44,0.30,0.32,0.66,0.34,0.48,0.82
0.24,0.26,0.44,0.30,0.32,0.66,0.34,0.46,0.84
0.24,0.26,0.44,0.28,0.32,0.68,0.34,0.48,0.86
0.24,0.26,0.44,0.28,0.32,0.68,0.34,0.46,0.84
0.24,0.26,0.44,0.28,0.32,0.66,0.36,0.50,0.86
0.24,0.26,0.44,0.28,0.32,0.66,0.34,0.48,0.86
0.24,0.26,0.44,0.28,0.32,0.66,0.34,0.48,0.84
0.24,0.26,0.44,0.28,0.32,0.66,0.34,0.46,0.84
0.24,0.26,0.44,0.28,0.32,0.66,0.34,0.46,0.82
0.24,0.26,0.44,0.28,0.32,0.66,0.32,0.50,0.84
0.24,0.26,0.44,0.28,0.30,0.66,0.34,0.48,0.82
0.24,0.26,0.44,0.28,0.30,0.66,0.34,0.46,0.82
0.24,0.26,0.44,0.28,0.30,0.64,0.32,0.48,0.82
0.24,0.26,0.44,0.28,0.30,0.64,0.32,0.44,0.84
0.24,0.26,0.44,0.26,0.32,0.64,0.32,0.44,0.82
0.24,0.26,0.44,0.26,0.30,0.64,0.34,0.46,0.82
0.24,0.26,0.42,0.30,0.32,0.66,0.32,0.48,0.82
0.24,0.26,0.42,0.28,0.32,0.66,0.34,0.46,0.84
0.24,0.26,0.42,0.28,0.32,0.66,0.34,0.46,0.84
0.24,0.26,0.42,0.28,0.32,0.66,0.34,0.46,0.82
0.24,0.26,0.42,0.28,0.32,0.66,0.34,0.46,0.82
0.24,0.26,0.42,0.28,0.32,0.66,0.32,0.46,0.82
0.24,0.26,0.42,0.28,0.30,0.66,0.34,0.46,0.84
0.24,0.26,0.42,0.28,0.30,0.66,0.34,0.46,0.82
0.24,0.26,0.42,0.28,0.30,0.66,0.34,0.46,0.82
0.24,0.26,0.42,0.28,0.30,0.64,0.34,0.46,0.82
0.24,0.26,0.42,0.28,0.30,0.64,0.34,0.46,0.82
0.24,0.26,0.42,0.26,0.32,0.66,0.32,0.44,0.82
0.24,0.26,0.42,0.26,0.30,0.66,0.34,0.44,0.82
0.24,0.24,0.44,0.28,0.32,0.64,0.34,0.48,0.84
0.24,0.24,0.44,0.28,0.30,0.66,0.34,0.46,0.84
0.24,0.24,0.44,0.28,0.30,0.66,0.34,0.46,0.82
0.24,0.24,0.44,0.26,0.30,0.66,0.32,0.46,0.82
0.24,0.24,0.42,0.28,0.30,0.66,0.32,0.48,0.82
0.24,0.24,0.42,0.26,0.32,0.66,0.34,0.46,0.82
0.24,0.24,0.42,0.26,0.30,0.66,0.32,0.46,0.80
0.22,0.28,0.44,0.28,0.30,0.68,0.32,0.42,0.84
0.22,0.26,0.46,0.26,0.30,0.70,0.32,0.46,0.88
0.22,0.26,0.44,0.26,0.32,0.64,0.34,0.46,0.84
0.22,0.26,0.44,0.26,0.30,0.64,0.32,0.42,0.82
0.22,0.26,0.42,0.28,0.32,0.66,0.34,0.46,0.82
0.22,0.26,0.42,0.28,0.30,0.66,0.34,0.46,0.84
0.22,0.26,0.42,0.28,0.30,0.66,0.30,0.44,0.82
0.22,0.26,0.42,0.28,0.30,0.64,0.34,0.46,0.84
0.22,0.26,0.42,0.28,0.30,0.64,0.32,0.46,0.82
0.22,0.26,0.42,0.26,0.30,0.64,0.32,0.44,0.80
0.22,0.24,0.48,0.28,0.32,0.74,0.32,0.44,0.84
0.22,0.24,0.42,0.28,0.30,0.66,0.34,0.46,0.82
0.22,0.24,0.42,0.28,0.30,0.66,0.34,0.44,0.80
0.22,0.24,0.42,0.28,0.30,0.64,0.32,0.46,0.80
0.22,0.24,0.42,0.28,0.30,0.64,0.32,0.44,0.82
0.22,0.24,0.42,0.28,0.30,0.64,0.30,0.42,0.78
0.22,0.24,0.42,0.26,0.32,0.64,0.32,0.46,0.82
0.22,0.24,0.42,0.26,0.30,0.66,0.30,0.44,0.80
0.22,0.24,0.42,0.26,0.30,0.64,0.32,0.44,0.82
0.22,0.24,0.42,0.26,0.30,0.64,0.32,0.44,0.82
0.22,0.24,0.42,0.26,0.30,0.64,0.32,0.44,0.80
0.22,0.24,0.42,0.26,0.30,0.64,0.30,0.44,0.80
0.22,0.24,0.42,0.26,0.30,0.64,0.30,0.42,0.82
0.22,0.24,0.42,0.26,0.30,0.64,0.30,0.42,0.80
0.22,0.24,0.42,0.26,0.30,0.62,0.32,0.42,0.78
0.22,0.24,0.42,0.26,0.28,0.64,0.32,0.44,0.82
0.22,0.24,0.42,0.26,0.28,0.64,0.30,0.46,0.80
0.22,0.24,0.40,0.28,0.28,0.64,0.32,0.44,0.80
0.22,0.24,0.40,0.26,0.30,0.64,0.32,0.44,0.80
0.22,0.24,0.40,0.26,0.30,0.64,0.32,0.44,0.80
0.22,0.24,0.40,0.26,0.28,0.62,0.32,0.44,0.80
0.22,0.24,0.40,0.24,0.28,0.64,0.32,0.42,0.80
0.20,0.24,0.44,0.24,0.28,0.64,0.28,0.40,0.78
0.18,0.18,0.36,0.26,0.30,0.62,0.34,0.42,0.84
0.16,0.16,0.36,0.22,0.26,0.60,0.30,0.42,0.80
0.14,0.16,0.38,0.24,0.26,0.66,0.30,0.44,0.84
0.14,0.16,0.34,0.24,0.26,0.60,0.30,0.42,0.80
0.14,0.16,0.34,0.24,0.26,0.60,0.28,0.44,0.80
0.14,0.16,0.34,0.22,0.26,0.58,0.30,0.40,0.78
0.14,0.16,0.34,0.22,0.26,0.58,0.28,0.38,0.78
0.12,0.16,0.30,0.22,0.24,0.56,0.28,0.40,0.76
0.10,0.20,0.46,0.26,0.32,0.76,0.30,0.46,0.94
0.0,0.14,0.38,0.18,0.26,0.68,0.26,0.38,0.88
0.18,0.2,0.30,0.36,0.24,0.42,0.58,0.62,0.58
0.38,0.4,0.0,0.44,0.20,0.6,0.60,0.56,0.14
0.38,0.6,0.0,0.42,0.18,0.4,0.58,0.54,0.12
0.38,0.6,0.0,0.44,0.20,0.6,0.60,0.54,0.12
0.40,0.4,0.0,0.42,0.18,0.4,0.60,0.54,0.14
0.40,0.4,0.0,0.44,0.18,0.6,0.62,0.56,0.14
0.40,0.4,0.0,0.44,0.20,0.4,0.62,0.56,0.14
0.40,0.6,0.0,0.42,0.20,0.6,0.60,0.54,0.14
0.40,0.6,0.0,0.42,0.20,0.6,0.60,0.54,0.14
0.40,0.6,0.0,0.42,0.20,0.6,0.60,0.56,0.12
0.40,0.6,0.0,0.42,0.20,0.6,0.60,0.56,0.14
0.40,0.6,0.0,0.42,0.20,0.6,0.62,0.54,0.16
0.40,0.6,0.0,0.42,0.20,0.8,0.60,0.56,0.14
0.40,0.6,0.0,0.44,0.18,0.6,0.64,0.54,0.14
0.40,0.6,0.0,0.44,0.20,0.6,0.62,0.56,0.16
0.40,0.6,0.0,0.44,0.20,0.6,0.66,0.54,0.14
0.40,0.6,0.0,0.44,0.22,0.6,0.62,0.56,0.16
0.40,0.6,0.0,0.44,0.22,0.8,0.60,0.56,0.14
0.40,0.6,0.0,0.46,0.20,0.6,0.62,0.58,0.14
0.40,0.6,0.0,0.46,0.22,0.6,0.64,0.56,0.14
0.40,0.6,0.0,0.46,0.22,0.6,0.64,0.58,0.16
0.40,0.6,0.0,0.46,0.22,0.8,0.64,0.56,0.16
0.40,0.8,0.0,0.44,0.20,0.6,0.64,0.58,0.14
0.40,0.8,0.0,0.46,0.20,0.6,0.64,0.58,0.16
0.42,0.4,0.0,0.42,0.20,0.4,0.60,0.54,0.10
0.42,0.4,0.0,0.42,0.20,0.6,0.60,0.56,0.14
0.42,0.4,0.0,0.44,0.20,0.2,0.60,0.54,0.12
0.42,0.4,0.0,0.44,0.20,0.4,0.60,0.54,0.10
0.42,0.4,0.0,0.46,0.22,0.8,0.64,0.56,0.14
0.42,0.4,0.0,0.50,0.22,0.4,0.66,0.58,0.10
0.42,0.6,0.0,0.42,0.22,0.6,0.62,0.58,0.16
0.42,0.6,0.0,0.44,0.20,0.4,0.60,0.54,0.12
0.42,0.6,0.0,0.44,0.20,0.4,0.62,0.58,0.14
0.42,0.6,0.0,0.44,0.20,0.6,0.64,0.56,0.16
0.42,0.6,0.0,0.44,0.22,0.6,0.62,0.56,0.14
0.42,0.6,0.0,0.44,0.22,0.8,0.64,0.56,0.16
0.42,0.6,0.0,0.46,0.20,0.4,0.62,0.56,0.12
0.42,0.6,0.0,0.46,0.20,0.6,0.62,0.56,0.14
0.42,0.6,0.0,0.46,0.20,0.6,0.62,0.58,0.14
0.42,0.6,0.0,0.46,0.20,0.8,0.62,0.60,0.16
0.42,0.6,0.0,0.46,0.22,0.6,0.64,0.58,0.14
0.42,0.6,0.0,0.46,0.22,0.8,0.64,0.58,0.16
0.42,0.6,0.0,0.46,0.24,0.8,0.66,0.58,0.16
0.42,0.6,0.0,0.48,0.20,0.6,0.60,0.56,0.12
0.42,0.6,0.0,0.48,0.22,0.6,0.66,0.58,0.14
0.42,0.8,0.0,0.44,0.22,0.6,0.64,0.58,0.16
0.42,0.8,0.0,0.44,0.22,0.6,0.66,0.58,0.16
0.42,0.8,0.0,0.44,0.22,0.8,0.66,0.58,0.16
0.42,0.8,0.0,0.44,0.22,0.8,0.66,0.58,0.16
0.42,0.8,0.0,0.46,0.20,0.4,0.60,0.54,0.12
0.42,0.8,0.0,0.46,0.20,0.8,0.64,0.60,0.16
0.42,0.8,0.0,0.46,0.20,0.8,0.66,0.58,0.16
0.42,0.8,0.0,0.46,0.22,0.6,0.62,0.58,0.14
0.42,0.8,0.0,0.46,0.22,0.6,0.64,0.58,0.14
0.42,0.8,0.0,0.46,0.22,0.6,0.66,0.56,0.16
0.42,0.8,0.0,0.46,0.22,0.8,0.62,0.60,0.16
0.42,0.8,0.0,0.46,0.24,0.8,0.66,0.58,0.16
0.42,0.8,0.0,0.48,0.24,0.6,0.66,0.58,0.16
0.42,0.8,0.0,0.48,0.24,0.8,0.66,0.58,0.16
0.42,0.8,0.0,0.48,0.24,0.8,0.70,0.60,0.18
0.44,0.4,0.0,0.46,0.18,0.6,0.62,0.54,0.14
0.44,0.4,0.0,0.46,0.20,0.10,0.66,0.68,0.48
0.44,0.6,0.0,0.44,0.22,0.6,0.62,0.56,0.14
0.44,0.6,0.0,0.44,0.22,0.6,0.62,0.56,0.14
0.44,0.6,0.0,0.44,0.22,0.6,0.64,0.54,0.14
0.44,0.6,0.0,0.44,0.22,0.6,0.64,0.56,0.14
0.44,0.6,0.0,0.46,0.20,0.4,0.62,0.56,0.12
0.44,0.6,0.0,0.46,0.22,0.6,0.62,0.58,0.14
0.44,0.6,0.0,0.46,0.22,0.6,0.64,0.58,0.14
0.44,0.6,0.0,0.46,0.22,0.6,0.64,0.58,0.14
0.44,0.6,0.0,0.46,0.22,0.6,0.64,0.60,0.14
0.44,0.6,0.0,0.46,0.22,0.8,0.64,0.58,0.14
0.44,0.6,0.0,0.48,0.20,0.4,0.60,0.52,0.12
0.44,0.6,0.0,0.48,0.22,0.8,0.68,0.60,0.14
0.44,0.8,0.0,0.44,0.22,0.6,0.62,0.56,0.16
0.44,0.8,0.0,0.44,0.22,0.8,0.66,0.60,0.16
0.44,0.8,0.0,0.46,0.22,0.6,0.64,0.54,0.14
0.44,0.8,0.0,0.46,0.22,0.8,0.64,0.58,0.16
0.44,0.8,0.0,0.46,0.22,0.8,0.64,0.60,0.16
0.44,0.8,0.0,0.46,0.22,0.8,0.68,0.58,0.16
0.44,0.8,0.0,0.46,0.24,0.6,0.64,0.58,0.14
0.44,0.8,0.0,0.46,0.24,0.6,0.66,0.58,0.16
0.44,0.8,0.0,0.46,0.24,0.8,0.68,0.60,0.16
0.44,0.8,0.0,0.48,0.22,0.6,0.64,0.56,0.14
0.44,0.8,0.0,0.48,0.22,0.8,0.64,0.58,0.14
0.44,0.8,0.0,0.48,0.22,0.8,0.68,0.60,0.16
0.44,0.8,0.0,0.48,0.24,0.8,0.66,0.60,0.18
0.44,0.8,0.0,0.48,0.24,0.8,0.68,0.60,0.14
